freq,word,a1,a2,a3,a4,b1,b2,b3,b4,p1,p2,p3,p4,q1,q2,q3,q4
551,無限,j6,vu04,,,,,,,ㄨˊ,ㄒㄧㄢˋ,,,,,,
552,答應,28,u/4,,,,,,,ㄉㄚ,ㄧㄥˋ,,,,,,
553,容易,bj/6,u4,,,,,,,ㄖㄨㄥˊ,ㄧˋ,,,,,,
554,成熟,t/6,g.6,,,t/6,gj6,,,ㄔㄥˊ,ㄕㄡˊ,,,ㄔㄥˊ,ㄕㄨˊ,,
555,新鮮,vup,vu0,,,,,,,ㄒㄧㄣ,ㄒㄧㄢ,,,,,,
556,聊天,xul6,wu0,,,,,,,ㄌㄧㄠˊ,ㄊㄧㄢ,,,,,,
557,分享,zp,vu;3,,,,,,,ㄈㄣ,ㄒㄧㄤˇ,,,,,,
558,依賴,u,x94,,,,,,,ㄧ,ㄌㄞˋ,,,,,,
559,經過,ru/,eji4,,,,,,,ㄐㄧㄥ,ㄍㄨㄛˋ,,,,,,
560,紛紛,zp,zp,,,,,,,ㄈㄣ,ㄈㄣ,,,,,,
561,匆忙,hj/,a;6,,,,,,,ㄘㄨㄥ,ㄇㄤˊ,,,,,,
562,切斷,"fu,",2j04,,,,,,,ㄑㄧㄝ,ㄉㄨㄢˋ,,,,,,
563,嘗試,t;6,g4,,,,,,,ㄔㄤˊ,ㄕˋ,,,,,,
564,工具,ej/,rm4,,,,,,,ㄍㄨㄥ,ㄐㄩˋ,,,,,,
565,混合,cjp4,ck6,,,cjp3,ck6,,,ㄏㄨㄣˋ,ㄏㄜˊ,,,ㄏㄨㄣˇ,ㄏㄜˊ,,
566,投球,w.6,fu.6,,,,,,,ㄊㄡˊ,ㄑㄧㄡˊ,,,,,,
567,囚犯,fu.6,z04,,,,,,,ㄑㄧㄡˊ,ㄈㄢˋ,,,,,,
568,仇恨,t.6,cp4,,,,,,,ㄔㄡˊ,ㄏㄣˋ,,,,,,
569,道理,2l4,xu3,,,,,,,ㄉㄠˋ,ㄌㄧˇ,,,,,,
570,適合,g4,ck6,,,,,,,ㄕˋ,ㄏㄜˊ,,,,,,
571,彈跳,w06,wul4,,,,,,,ㄊㄢˊ,ㄊㄧㄠˋ,,,,,,
572,空格,dj/4,ek6,,,dj/,ek6,,,ㄎㄨㄥˋ,ㄍㄜˊ,,,ㄎㄨㄥ,ㄍㄜˊ,,
573,重視,5j/4,g4,,,,,,,ㄓㄨㄥˋ,ㄕˋ,,,,,,
574,方法,z;,z83,,,,,,,ㄈㄤ,ㄈㄚˇ,,,,,,
575,普通,qj3,wj/,,,,,,,ㄆㄨˇ,ㄊㄨㄥ,,,,,,
576,真正,5p,5/4,,,,,,,ㄓㄣ,ㄓㄥˋ,,,,,,
577,改進,e93,rup4,,,,,,,ㄍㄞˇ,ㄐㄧㄣˋ,,,,,,
578,未來,jo4,x96,,,,,,,ㄨㄟˋ,ㄌㄞˊ,,,,,,
579,以前,u3,fu06,,,,,,,ㄧˇ,ㄑㄧㄢˊ,,,,,,
580,分散,zp,n04,,,,,,,ㄈㄣ,ㄙㄢˋ,,,,,,
581,集合,ru6,ck6,,,,,,,ㄐㄧˊ,ㄏㄜˊ,,,,,,
582,管理,ej03,xu3,,,,,,,ㄍㄨㄢˇ,ㄌㄧˇ,,,,,,
583,昨天,yji6,wu0,,,,,,,ㄗㄨㄛˊ,ㄊㄧㄢ,,,,,,
584,前天,fu06,wu0,,,,,,,ㄑㄧㄢˊ,ㄊㄧㄢ,,,,,,
585,明天,au/6,wu0,,,,,,,ㄇㄧㄥˊ,ㄊㄧㄢ,,,,,,
586,後天,c.4,wu0,,,,,,,ㄏㄡˋ,ㄊㄧㄢ,,,,,,
587,上個月,g;4,ek7,"m,4",,,,,,ㄕㄤˋ,ㄍㄜ˙,ㄩㄝˋ,,,,,
588,下個月,vu84,ek7,"m,4",,,,,,ㄒㄧㄚˋ,ㄍㄜ˙,ㄩㄝˋ,,,,,
589,去年,fm4,su06,,,,,,,ㄑㄩˋ,ㄋㄧㄢˊ,,,,,,
590,明年,au/6,su06,,,,,,,ㄇㄧㄥˊ,ㄋㄧㄢˊ,,,,,,
591,十年後,g6,su06,c.4,,,,,,ㄕˊ,ㄋㄧㄢˊ,ㄏㄡˋ,,,,,
592,兩年前,xu;3,su06,fu06,,,,,,ㄌㄧㄤˇ,ㄋㄧㄢˊ,ㄑㄧㄢˊ,,,,,
593,三個月前,n0,ek7,"m,4",fu06,,,,,ㄙㄢ,ㄍㄜ˙,ㄩㄝˋ,ㄑㄧㄢˊ,,,,
594,五分鐘,j3,zp,5j/,,,,,,ㄨˇ,ㄈㄣ,ㄓㄨㄥ,,,,,
595,九秒,ru.3,aul3,,,,,,,ㄐㄧㄡˇ,ㄇㄧㄠˇ,,,,,,
596,世界,g4,"ru,4",,,,,,,ㄕˋ,ㄐㄧㄝˋ,,,,,,
597,賣場,a94,t;3,,,,,,,ㄇㄞˋ,ㄔㄤˇ,,,,,,
598,百貨,193,cji4,,,,,,,ㄅㄞˇ,ㄏㄨㄛˋ,,,,,,
599,飯店,z04,2u04,,,,,,,ㄈㄢˋ,ㄉㄧㄢˋ,,,,,,
600,夜市,"u,4",g4,,,,,,,ㄧㄝˋ,ㄕˋ,,,,,,
601,商店,g;,2u04,,,,,,,ㄕㄤ,ㄉㄧㄢˋ,,,,,,
602,餐廳,h0,wu/,,,,,,,ㄘㄢ,ㄊㄧㄥ,,,,,,
603,旅館,xm3,ej03,,,,,,,ㄌㄩˇ,ㄍㄨㄢˇ,,,,,,
604,銀行,up6,c;6,,,,,,,ㄧㄣˊ,ㄏㄤˊ,,,,,,
605,郵局,u.6,rm6,,,,,,,ㄧㄡˊ,ㄐㄩˊ,,,,,,
606,公園,ej/,m06,,,,,,,ㄍㄨㄥ,ㄩㄢˊ,,,,,,
607,遊樂園,u.6,xk4,m06,,,,,,ㄧㄡˊ,ㄌㄜˋ,ㄩㄢˊ,,,,,
608,醫院,u,m04,,,,,,,ㄧ,ㄩㄢˋ,,,,,,
609,診所,5p3,nji3,,,,,,,ㄓㄣˇ,ㄙㄨㄛˇ,,,,,,
610,停車場,wu/6,tk,t;3,,,,,,ㄊㄧㄥˊ,ㄔㄜ,ㄔㄤˇ,,,,,
611,加油站,ru8,u.6,504,,,,,,ㄐㄧㄚ,ㄧㄡˊ,ㄓㄢˋ,,,,,
612,機場,ru,t;3,,,,,,,ㄐㄧ,ㄔㄤˇ,,,,,,
613,學校,"vm,6",vul4,,,,,,,ㄒㄩㄝˊ,ㄒㄧㄠˋ,,,,,,
614,幼稚園,u.4,54,m06,,,,,,ㄧㄡˋ,ㄓˋ,ㄩㄢˊ,,,,,
615,托兒所,wji,-6,nji3,,,,,,ㄊㄨㄛ,ㄦˊ,ㄙㄨㄛˇ,,,,,
616,圖書館,wj6,gj,ej03,,,,,,ㄊㄨˊ,ㄕㄨ,ㄍㄨㄢˇ,,,,,
617,中心,5j/,vup,,,,,,,ㄓㄨㄥ,ㄒㄧㄣ,,,,,,
618,廣場,ej;3,t;3,,,,,,,ㄍㄨㄤˇ,ㄔㄤˇ,,,,,,
619,城鎮,t/6,5p4,,,,,,,ㄔㄥˊ,ㄓㄣˋ,,,,,,
620,街道,"ru,",2l4,,,,,,,ㄐㄧㄝ,ㄉㄠˋ,,,,,,
621,樓房,x.6,z;6,,,,,,,ㄌㄡˊ,ㄈㄤˊ,,,,,,
622,大廈,284,vu84,,,284,g84,,,ㄉㄚˋ,ㄒㄧㄚˋ,,,ㄉㄚˋ,ㄕㄚˋ,,
623,古蹟,ej3,ru,,,,,,,ㄍㄨˇ,ㄐㄧ,,,,,,
624,涼亭,xu;6,wu/6,,,,,,,ㄌㄧㄤˊ,ㄊㄧㄥˊ,,,,,,
625,圓環,m06,cj06,,,,,,,ㄩㄢˊ,ㄏㄨㄢˊ,,,,,,
626,看板,d04,103,,,,,,,ㄎㄢˋ,ㄅㄢˇ,,,,,,
627,廣告,ej;3,el4,,,,,,,ㄍㄨㄤˇ,ㄍㄠˋ,,,,,,
628,路燈,xj4,2/,,,,,,,ㄌㄨˋ,ㄉㄥ,,,,,,
629,消防栓,vul,z;6,gj0,,,,,,ㄒㄧㄠ,ㄈㄤˊ,ㄕㄨㄢ,,,,,
630,人孔蓋,bp6,dj/3,e94,,,,,,ㄖㄣˊ,ㄎㄨㄥˇ,ㄍㄞˋ,,,,,
631,下水道,vu84,gjo3,2l4,,,,,,ㄒㄧㄚˋ,ㄕㄨㄟˇ,ㄉㄠˋ,,,,,
632,住家,5j4,ru8,,,,,,,ㄓㄨˋ,ㄐㄧㄚ,,,,,,
633,房間,z;6,ru0,,,,,,,ㄈㄤˊ,ㄐㄧㄢ,,,,,,
634,牆壁,fu;6,1u4,,,,,,,ㄑㄧㄤˊ,ㄅㄧˋ,,,,,,
635,天花板,wu0,cj8,103,,,,,,ㄊㄧㄢ,ㄏㄨㄚ,ㄅㄢˇ,,,,,
636,柱子,5j4,y7,,,,,,,ㄓㄨˋ,ㄗ˙,,,,,,
637,陽台,u;6,w96,,,,,,,ㄧㄤˊ,ㄊㄞˊ,,,,,,
638,頂樓,2u/3,x.6,,,,,,,ㄉㄧㄥˇ,ㄌㄡˊ,,,,,,
639,騎樓,fu6,x.6,,,,,,,ㄑㄧˊ,ㄌㄡˊ,,,,,,
640,巷弄,vu;4,sj/4,,,vu;4,xj/4,,,ㄒㄧㄤˋ,ㄋㄨㄥˋ,,,ㄒㄧㄤˋ,ㄌㄨㄥˋ,,
641,車庫,tk,dj4,,,,,,,ㄔㄜ,ㄎㄨˋ,,,,,,
642,電錶,2u04,1ul3,,,,,,,ㄉㄧㄢˋ,ㄅㄧㄠˇ,,,,,,
643,馬達,a83,286,,,,,,,ㄇㄚˇ,ㄉㄚˊ,,,,,,
644,抽水機,t.,gjo3,ru,,,,,,ㄔㄡ,ㄕㄨㄟˇ,ㄐㄧ,,,,,
645,客廳,dk4,wu/,,,,,,,ㄎㄜˋ,ㄊㄧㄥ,,,,,,
646,玄關,vm06,ej0,,,,,,,ㄒㄩㄢˊ,ㄍㄨㄢ,,,,,,
647,臥室,ji4,g4,,,,,,,ㄨㄛˋ,ㄕˋ,,,,,,
648,廁所,hk4,nji3,,,,,,,ㄘㄜˋ,ㄙㄨㄛˇ,,,,,,
649,水龍頭,gjo3,xj/6,w.6,,,,,,ㄕㄨㄟˇ,ㄌㄨㄥˊ,ㄊㄡˊ,,,,,
650,洗衣,vu3,u,,,,,,,ㄒㄧˇ,ㄧ,,,,,,
651,烘乾,cj/,e0,,,,,,,ㄏㄨㄥ,ㄍㄢ,,,,,,
652,除濕,tj6,g,,,,,,,ㄔㄨˊ,ㄕ,,,,,,
653,蓮蓬頭,xu06,q/6,w.6,,,,,,ㄌㄧㄢˊ,ㄆㄥˊ,ㄊㄡˊ,,,,,
654,沖水,tj/,gjo3,,,,,,,ㄔㄨㄥ,ㄕㄨㄟˇ,,,,,,
655,馬桶蓋,a83,wj/3,e94,,,,,,ㄇㄚˇ,ㄊㄨㄥˇ,ㄍㄞˋ,,,,,
656,廚房,tj6,z;6,,,,,,,ㄔㄨˊ,ㄈㄤˊ,,,,,,
657,垃圾,xk4,nk4,,,,,,,ㄌㄜˋ,ㄙㄜˋ,,,,,,
658,瓦斯,j83,n,,,,,,,ㄨㄚˇ,ㄙ,,,,,,
659,電磁爐,2u04,h6,xj6,,,,,,ㄉㄧㄢˋ,ㄘˊ,ㄌㄨˊ,,,,,
660,搖控器,ul6,dj/4,fu4,,,,,,ㄧㄠˊ,ㄎㄨㄥˋ,ㄑㄧˋ,,,,,
661,電視,2u04,g4,,,,,,,ㄉㄧㄢˋ,ㄕˋ,,,,,,
662,沙發,g8,z8,,,,,,,ㄕㄚ,ㄈㄚ,,,,,,
663,書櫃,gj,ejo4,,,,,,,ㄕㄨ,ㄍㄨㄟˋ,,,,,,
664,電線,2u04,vu04,,,,,,,ㄉㄧㄢˋ,ㄒㄧㄢˋ,,,,,,
665,插座,t8,yji4,,,,,,,ㄔㄚ,ㄗㄨㄛˋ,,,,,,
666,電腦,2u04,sl3,,,,,,,ㄉㄧㄢˋ,ㄋㄠˇ,,,,,,
667,硬碟,u/4,"2u,6",,,,,,,ㄧㄥˋ,ㄉㄧㄝˊ,,,,,,
668,雲端,mp6,2j0,,,,,,,ㄩㄣˊ,ㄉㄨㄢ,,,,,,
669,資料,y,xul4,,,,,,,ㄗ,ㄌㄧㄠˋ,,,,,,
670,資訊,y,vmp4,,,,,,,ㄗ,ㄒㄩㄣˋ,,,,,,
671,人工智慧,bp6,ej/,54,cjo4,,,,,ㄖㄣˊ,ㄍㄨㄥ,ㄓˋ,ㄏㄨㄟˋ,,,,
672,網路,j;3,xj4,,,,,,,ㄨㄤˇ,ㄌㄨˋ,,,,,,
673,手機,g.3,ru,,,,,,,ㄕㄡˇ,ㄐㄧ,,,,,,
674,充電器,tj/,2u04,fu4,,,,,,ㄔㄨㄥ,ㄉㄧㄢˋ,ㄑㄧˋ,,,,,
675,照片,5l4,qu04,,,5l4,qu0,,,ㄓㄠˋ,ㄆㄧㄢˋ,,,ㄓㄠˋ,ㄆㄧㄢ,,
676,遊戲,u.6,vu4,,,,,,,ㄧㄡˊ,ㄒㄧˋ,,,,,,
677,時鐘,g6,5j/,,,,,,,ㄕˊ,ㄓㄨㄥ,,,,,,
678,鬧鐘,sl4,5j/,,,,,,,ㄋㄠˋ,ㄓㄨㄥ,,,,,,
679,飯匙,z04,t6,,,,,,,ㄈㄢˋ,ㄔˊ,,,,,,
680,碗盤,j03,q06,,,,,,,ㄨㄢˇ,ㄆㄢˊ,,,,,,
681,刀叉,2l,t8,,,,,,,ㄉㄠ,ㄔㄚ,,,,,,
682,筷子,dj94,y7,,,,,,,ㄎㄨㄞˋ,ㄗ˙,,,,,,
683,茶杯,t86,1o,,,,,,,ㄔㄚˊ,ㄅㄟ,,,,,,
684,濕紙巾,g,53,rup,,,,,,ㄕ,ㄓˇ,ㄐㄧㄣ,,,,,
685,牙籤,u86,fu0,,,,,,,ㄧㄚˊ,ㄑㄧㄢ,,,,,,
686,臉盆,xu03,qp6,,,,,,,ㄌㄧㄢˇ,ㄆㄣˊ,,,,,,
687,牙刷,u86,gj8,,,,,,,ㄧㄚˊ,ㄕㄨㄚ,,,,,,
688,牙膏,u86,el,,,,,,,ㄧㄚˊ,ㄍㄠ,,,,,,
689,漱口杯,gj4,d.3,1o,,,,,,ㄕㄨˋ,ㄎㄡˇ,ㄅㄟ,,,,,
690,肥皂,zo6,yl4,,,,,,,ㄈㄟˊ,ㄗㄠˋ,,,,,,
691,洗髮精,vu3,z83,ru/,,,,,,ㄒㄧˇ,ㄈㄚˇ,ㄐㄧㄥ,,,,,
692,潤絲精,bjp4,n,ru/,,,,,,ㄖㄨㄣˋ,ㄙ,ㄐㄧㄥ,,,,,
693,沐浴乳,aj4,m4,bj3,,,,,,ㄇㄨˋ,ㄩˋ,ㄖㄨˇ,,,,,
694,門把,ap6,183,,,,,,,ㄇㄣˊ,ㄅㄚˇ,,,,,,
695,毛巾,al6,rup,,,,,,,ㄇㄠˊ,ㄐㄧㄣ,,,,,,
696,窗戶,tj;,cj4,,,,,,,ㄔㄨㄤ,ㄏㄨˋ,,,,,,
697,窗簾,tj;,xu06,,,,,,,ㄔㄨㄤ,ㄌㄧㄢˊ,,,,,,
698,掛勾,ej84,e.,,,,,,,ㄍㄨㄚˋ,ㄍㄡ,,,,,,
699,泡澡,ql4,yl3,,,,,,,ㄆㄠˋ,ㄗㄠˇ,,,,,,
700,浴缸,m4,e;,,,,,,,ㄩˋ,ㄍㄤ,,,,,,
701,小夜燈,vul3,"u,4",2/,,,,,,ㄒㄧㄠˇ,ㄧㄝˋ,ㄉㄥ,,,,,
702,日光燈,b4,ej;,2/,,,,,,ㄖˋ,ㄍㄨㄤ,ㄉㄥ,,,,,
703,書桌,gj,5ji,,,,,,,ㄕㄨ,ㄓㄨㄛ,,,,,,
704,印表機,up4,1ul3,ru,,,,,,ㄧㄣˋ,ㄅㄧㄠˇ,ㄐㄧ,,,,,
705,衣架,u,ru84,,,,,,,ㄧ,ㄐㄧㄚˋ,,,,,,
706,晾乾,xu;4,e0,,,,,,,ㄌㄧㄤˋ,ㄍㄢ,,,,,,
707,冷氣,x/3,fu4,,,,,,,ㄌㄥˇ,ㄑㄧˋ,,,,,,
708,冰箱,1u/,vu;,,,,,,,ㄅㄧㄥ,ㄒㄧㄤ,,,,,,
709,菜刀,h94,2l,,,,,,,ㄘㄞˋ,ㄉㄠ,,,,,,
710,砧板,5p,103,,,,,,,ㄓㄣ,ㄅㄢˇ,,,,,,
711,棉被,au06,1o4,,,,,,,ㄇㄧㄢˊ,ㄅㄟˋ,,,,,,
712,枕頭,5p3,w.6,,,5p3,w.7,,,ㄓㄣˇ,ㄊㄡˊ,,,ㄓㄣˇ,ㄊㄡ˙,,
713,掃把,nl4,183,,,,,,,ㄙㄠˋ,ㄅㄚˇ,,,,,,
714,畚箕,1p3,ru,,,,,,,ㄅㄣˇ,ㄐㄧ,,,,,,
715,拖把,wji,183,,,,,,,ㄊㄨㄛ,ㄅㄚˇ,,,,,,
716,水桶,gjo3,wj/3,,,,,,,ㄕㄨㄟˇ,ㄊㄨㄥˇ,,,,,,
717,抹布,ai3,1j4,,,,,,,ㄇㄛˇ,ㄅㄨˋ,,,,,,
718,清潔劑,fu/,"ru,6",ru4,,,,,,ㄑㄧㄥ,ㄐㄧㄝˊ,ㄐㄧˋ,,,,,
719,長柄刷,t;6,1u/3,gj8,,,,,,ㄔㄤˊ,ㄅㄧㄥˇ,ㄕㄨㄚ,,,,,
720,吸塵器,vu,tp6,fu4,,,,,,ㄒㄧ,ㄔㄣˊ,ㄑㄧˋ,,,,,
721,床單,tj;6,20,,,,,,,ㄔㄨㄤˊ,ㄉㄢ,,,,,,
722,玩具,j06,rm4,,,,,,,ㄨㄢˊ,ㄐㄩˋ,,,,,,
723,雨傘,m3,n03,,,,,,,ㄩˇ,ㄙㄢˇ,,,,,,
724,手電筒,g.3,2u04,wj/3,,,,,,ㄕㄡˇ,ㄉㄧㄢˋ,ㄊㄨㄥˇ,,,,,
725,鑰匙,ul4,g7,,,,,,,ㄧㄠˋ,ㄕ˙,,,,,,
726,錢幣,fu06,1u4,,,,,,,ㄑㄧㄢˊ,ㄅㄧˋ,,,,,,
727,鈔票,tl,qul4,,,,,,,ㄔㄠ,ㄆㄧㄠˋ,,,,,,
728,禮券,xu3,fm04,,,,,,,ㄌㄧˇ,ㄑㄩㄢˋ,,,,,,
729,躺椅,w;3,u3,,,,,,,ㄊㄤˇ,ㄧˇ,,,,,,
730,抽油煙機,t.,u.6,u0,ru,,,,,ㄔㄡ,ㄧㄡˊ,ㄧㄢ,ㄐㄧ,,,,
731,烤箱,dl3,vu;,,,,,,,ㄎㄠˇ,ㄒㄧㄤ,,,,,,
732,電鍋,2u04,eji,,,,,,,ㄉㄧㄢˋ,ㄍㄨㄛ,,,,,,
733,蒸籠,5/,xj/6,,,,,,,ㄓㄥ,ㄌㄨㄥˊ,,,,,,
734,沙拉油,g8,x8,u.6,,,,,,ㄕㄚ,ㄌㄚ,ㄧㄡˊ,,,,,
735,醬油,ru;4,u.6,,,,,,,ㄐㄧㄤˋ,ㄧㄡˊ,,,,,,
736,鹽巴,u06,187,,,u06,18,,,ㄧㄢˊ,ㄅㄚ˙,,,ㄧㄢˊ,ㄅㄚ,,
737,味精,jo4,ru/,,,,,,,ㄨㄟˋ,ㄐㄧㄥ,,,,,,
738,砂糖,g8,w;6,,,,,,,ㄕㄚ,ㄊㄤˊ,,,,,,
739,米酒,au3,ru.3,,,,,,,ㄇㄧˇ,ㄐㄧㄡˇ,,,,,,
740,蔥段,hj/,2j04,,,,,,,ㄘㄨㄥ,ㄉㄨㄢˋ,,,,,,
741,蒜頭,nj04,w.6,,,,,,,ㄙㄨㄢˋ,ㄊㄡˊ,,,,,,
742,芥末,"ru,4",ai4,,,,,,,ㄐㄧㄝˋ,ㄇㄛˋ,,,,,,
743,辣椒,x84,rul,,,,,,,ㄌㄚˋ,ㄐㄧㄠ,,,,,,
744,雞蛋,ru,204,,,,,,,ㄐㄧ,ㄉㄢˋ,,,,,,
745,水果,gjo3,eji3,,,,,,,ㄕㄨㄟˇ,ㄍㄨㄛˇ,,,,,,
746,米飯,au3,z04,,,,,,,ㄇㄧˇ,ㄈㄢˋ,,,,,,
747,麵條,au04,wul6,,,,,,,ㄇㄧㄢˋ,ㄊㄧㄠˊ,,,,,,
748,冬粉,2j/,zp3,,,,,,,ㄉㄨㄥ,ㄈㄣˇ,,,,,,
749,米粉,au3,zp3,,,,,,,ㄇㄧˇ,ㄈㄣˇ,,,,,,
750,豬肉,5j,b.4,,,,,,,ㄓㄨ,ㄖㄡˋ,,,,,,
751,牛排,su.6,q96,,,,,,,ㄋㄧㄡˊ,ㄆㄞˊ,,,,,,
752,雞腿,ru,wjo3,,,,,,,ㄐㄧ,ㄊㄨㄟˇ,,,,,,
753,鴨翅,u8,t4,,,,,,,ㄧㄚ,ㄔˋ,,,,,,
754,鵝掌,k6,5;3,,,,,,,ㄜˊ,ㄓㄤˇ,,,,,,
755,玉米,m4,au3,,,,,,,ㄩˋ,ㄇㄧˇ,,,,,,
756,青菜,fu/,h94,,,,,,,ㄑㄧㄥ,ㄘㄞˋ,,,,,,
757,萵苣,ji,rm4,,,,,,,ㄨㄛ,ㄐㄩˋ,,,,,,
758,秋葵,fu.,djo6,,,,,,,ㄑㄧㄡ,ㄎㄨㄟˊ,,,,,,
759,空心菜,dj/,vup,h94,,,,,,ㄎㄨㄥ,ㄒㄧㄣ,ㄘㄞˋ,,,,,
760,高麗菜,el,xu6,h94,,el,xu4,h94,,ㄍㄠ,ㄌㄧˊ,ㄘㄞˋ,,ㄍㄠ,ㄌㄧˋ,ㄘㄞˋ,
761,青江菜,fu/,ru;,h94,,,,,,ㄑㄧㄥ,ㄐㄧㄤ,ㄘㄞˋ,,,,,
762,韭黃,ru.3,cj;6,,,,,,,ㄐㄧㄡˇ,ㄏㄨㄤˊ,,,,,,
763,豆芽,2.4,u86,,,,,,,ㄉㄡˋ,ㄧㄚˊ,,,,,,
764,紅蘿蔔,cj/6,xji6,1i7,,cj/6,xji6,1i6,,ㄏㄨㄥˊ,ㄌㄨㄛˊ,ㄅㄛ˙,,ㄏㄨㄥˊ,ㄌㄨㄛˊ,ㄅㄛˊ,
765,四季豆,n4,ru4,2.4,,,,,,ㄙˋ,ㄐㄧˋ,ㄉㄡˋ,,,,,
766,豌豆,j0,2.4,,,,,,,ㄨㄢ,ㄉㄡˋ,,,,,,
767,冬瓜,2j/,ej8,,,,,,,ㄉㄨㄥ,ㄍㄨㄚ,,,,,,
768,南瓜,s06,ej8,,,,,,,ㄋㄢˊ,ㄍㄨㄚ,,,,,,
769,地瓜,2u4,ej8,,,,,,,ㄉㄧˋ,ㄍㄨㄚ,,,,,,
770,竹筍,5j6,njp3,,,,,,,ㄓㄨˊ,ㄙㄨㄣˇ,,,,,,
771,生薑,g/,ru;,,,,,,,ㄕㄥ,ㄐㄧㄤ,,,,,,
772,馬鈴薯,a83,xu/6,gj3,,,,,,ㄇㄚˇ,ㄌㄧㄥˊ,ㄕㄨˇ,,,,,
773,香菜,vu;,h94,,,,,,,ㄒㄧㄤ,ㄘㄞˋ,,,,,,
774,芹菜,fup6,h94,,,,,,,ㄑㄧㄣˊ,ㄘㄞˋ,,,,,,
775,苦瓜,dj3,dj8,,,,,,,ㄎㄨˇ,ㄎㄨㄚ,,,,,,
776,番茄,z0,"fu,6",,,,,,,ㄈㄢ,ㄑㄧㄝˊ,,,,,,
777,洋蔥,u;6,hj/,,,,,,,ㄧㄤˊ,ㄘㄨㄥ,,,,,,
778,草莓,hl3,ao6,,,,,,,ㄘㄠˇ,ㄇㄟˊ,,,,,,
779,楊桃,u;6,wl6,,,,,,,ㄧㄤˊ,ㄊㄠˊ,,,,,,
780,鳳梨,z/4,xu6,,,,,,,ㄈㄥˋ,ㄌㄧˊ,,,,,,
781,蘋果,qu/6,eji3,,,,,,,ㄆㄧㄥˊ,ㄍㄨㄛˇ,,,,,,
782,西瓜,vu,ej8,,,,,,,ㄒㄧ,ㄍㄨㄚ,,,,,,
783,番石榴,z0,g6,xu.6,,,,,,ㄈㄢ,ㄕˊ,ㄌㄧㄡˊ,,,,,
784,芭樂,18,xk4,,,,,,,ㄅㄚ,ㄌㄜˋ,,,,,,
785,荔枝,xu4,5,,,,,,,ㄌㄧˋ,ㄓ,,,,,,
786,火龍果,cji3,xj/6,eji3,,,,,,ㄏㄨㄛˇ,ㄌㄨㄥˊ,ㄍㄨㄛˇ,,,,,
787,芒果,z;6,eji3,,,,,,,ㄈㄤˊ,ㄍㄨㄛˇ,,,,,,
788,香蕉,vu;,rul,,,,,,,ㄒㄧㄤ,ㄐㄧㄠ,,,,,,
789,蓮霧,xu06,j4,,,,,,,ㄌㄧㄢˊ,ㄨˋ,,,,,,
790,葡萄,qj6,wl6,,,,,,,ㄆㄨˊ,ㄊㄠˊ,,,,,,
791,柑橘,e0,rm6,,,,,,,ㄍㄢ,ㄐㄩˊ,,,,,,
792,文旦,jp6,204,,,,,,,ㄨㄣˊ,ㄉㄢˋ,,,,,,
793,柚子,u.4,y7,,,,,,,ㄧㄡˋ,ㄗ˙,,,,,,
794,榴槤,xu.6,xu06,,,,,,,ㄌㄧㄡˊ,ㄌㄧㄢˊ,,,,,,
795,木瓜,aj4,ej8,,,,,,,ㄇㄨˋ,ㄍㄨㄚ,,,,,,
796,哈密瓜,c8,au4,ej8,,,,,,ㄏㄚ,ㄇㄧˋ,ㄍㄨㄚ,,,,,
797,水蜜桃,gjo3,au4,wl6,,,,,,ㄕㄨㄟˇ,ㄇㄧˋ,ㄊㄠˊ,,,,,
798,李子,xu3,y7,,,,,,,ㄌㄧˇ,ㄗ˙,,,,,,
799,釋迦,g4,ru8,,,,,,,ㄕˋ,ㄐㄧㄚ,,,,,,
800,山竹,g0,5j6,,,,,,,ㄕㄢ,ㄓㄨˊ,,,,,,
801,枇杷,qu6,q86,,,,,,,ㄆㄧˊ,ㄆㄚˊ,,,,,,
802,柳丁,xu.3,2u/,,,,,,,ㄌㄧㄡˇ,ㄉㄧㄥ,,,,,,
803,蛋餅,204,1u/3,,,,,,,ㄉㄢˋ,ㄅㄧㄥˇ,,,,,,
804,燒餅,gl,1u/3,,,,,,,ㄕㄠ,ㄅㄧㄥˇ,,,,,,
805,油條,u.6,wul6,,,,,,,ㄧㄡˊ,ㄊㄧㄠˊ,,,,,,
806,饅頭,a06,w.6,,,,,,,ㄇㄢˊ,ㄊㄡˊ,,,,,,
807,小籠包,vul3,xj/6,1l,,,,,,ㄒㄧㄠˇ,ㄌㄨㄥˊ,ㄅㄠ,,,,,
808,燒賣,gl,a94,,,,,,,ㄕㄠ,ㄇㄞˋ,,,,,,
809,叉燒包,t8,gl,1l,,,,,,ㄔㄚ,ㄕㄠ,ㄅㄠ,,,,,
810,鹹粥,vu06,5.,,,,,,,ㄒㄧㄢˊ,ㄓㄡ,,,,,,
811,牛雜湯,su.6,y86,w;,,,,,,ㄋㄧㄡˊ,ㄗㄚˊ,ㄊㄤ,,,,,
812,飯檲,z04,wj06,,,,,,,ㄈㄢˋ,ㄊㄨㄢˊ,,,,,,
813,肉鬆,b.4,nj/,,,,,,,ㄖㄡˋ,ㄙㄨㄥ,,,,,,
814,麵筋,au04,rup,,,,,,,ㄇㄧㄢˋ,ㄐㄧㄣ,,,,,,
815,罐頭,ej04,w.7,,,ej04,w.6,,,ㄍㄨㄢˋ,ㄊㄡ˙,,,ㄍㄨㄢˋ,ㄊㄡˊ,,
